id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
381722077,Celebtwin: Celebrity Looks Like Lite,81773568,USD,0,1111,0,1.5,0,6.1,4+,Lifestyle,37,4,12,1
382002079,Onefootball - Soccer Scores & Live News,113814528,USD,0,3194,18,4.5,4.5,10.12,12+,Sports,37,5,13,1
382013715,SuperCam_Pro,27815936,USD,1.99,1399,24,2.5,2.5,4.3,4+,Business,43,0,7,1
382045106,カロリー管理（痩せるアプリ）,44402688,USD,3.99,10,0,4.5,0,5.4,17+,Health & Fitness,37,0,1,1
382201985,手机百度 - 百度一下你就得到,226406400,USD,0,1990,0,4.5,0,8.6.5,17+,Utilities,38,0,1,1
382497397,Sam's Club: Wholesale Shopping & Bulk Buy Deals,113119232,USD,0,8149,173,4,4.5,17.4,4+,Shopping,37,5,1,1
382509315,Splashtop Personal - Remote Desktop,55986176,USD,4.99,29376,11,4.5,5,2.7.4.1,4+,Business,24,5,11,1
382596778,eBay Kleinanzeigen - Free. Easy. Local.,63022080,USD,0,74,3,4.5,5,7.5.2,4+,Shopping,37,4,1,1
382617920,Viber Messenger – Text & Call,129657856,USD,0,164249,206,4.5,4.5,6.9.0,4+,Social Networking,37,5,32,1
382991304,Osmos,33989632,USD,2.99,14605,23,4.5,5,2.4.1,4+,Games,37,0,9,1
383298204,shopkick - Shopping Rewards & Discounts,74822656,USD,0,130823,29363,4.5,5,5.1.4,4+,Shopping,37,4,2,1
383718755,Decide Now!,3462144,USD,0.99,486,25,4.5,4,2.0.1,4+,Entertainment,37,5,9,1
383819300,"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",3462266,USD,0.99,8946,1776,4.5,4.5,1.9,4+,Music,43,0,1,1
384282298,The Secret of Grisly Manor,51794944,USD,0.99,1993,36,4,4,1.9.4,4+,Games,40,5,7,1
384830320,"Find My Family, Friends & iPhone - Life360 Locator",154507264,USD,0,43877,80,4.5,4.5,13.7.1,4+,Social Networking,37,0,13,1
385145330,Pocketbooth - the photo booth in your pocket,72586240,USD,0.99,2377,5,4.5,5,3.5,4+,Photo & Video,37,5,1,1
385285922,"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",184689664,USD,0,1590,6,4.5,5,7.1,17+,Entertainment,38,0,2,1
385533456,The Incident,19534848,USD,0.99,2070,16,4,4.5,1.7,4+,Games,37,5,1,1
385724144,ホットペッパービューティー/サロン予約,65892352,USD,0,9,0,4,0,4.14.1,4+,Lifestyle,37,0,1,1
385756768,Dictionary.com Dictionary & Thesaurus Premium,108836864,USD,3.99,11530,81,4.5,4.5,7.1.3,4+,Reference,37,0,1,1
385919493,Autohome-Find new＆Used Cars For Sale,89219072,USD,0,194,0,4,0,8.0.6,17+,Lifestyle,37,0,2,1
385957032,OPEN Forum,83138560,USD,0,200,0,3.5,0,6.3,4+,Business,37,0,1,1
386098453,Weibo HD,104387584,USD,0,16772,293,4.5,3,4.0.0,4+,Social Networking,24,4,3,1
386239683,Reckless Racing HD,77139968,USD,0.99,9,7,4,4.5,1.4.3,4+,Games,43,5,5,1
386241770,Bloons Super Monkey,28566528,USD,0.99,2113,20,3.5,2.5,1.5.4,4+,Games,40,5,1,1
386505750,Lotto Results - Mega Millions Powerball Lottery,7990272,USD,0,794,8,4,3.5,3.5.1,12+,News,37,5,1,1
386592716,IKEA Catalog,122979328,USD,0,8939,15,4,1.5,17.1,4+,Lifestyle,37,5,29,1
387109554,QQ安全中心,32918528,USD,0,308,0,3.5,0,6.9.8,17+,Utilities,37,0,1,1
387310377,Free IQ Test: Calculate your IQ,4034560,USD,0,5,1,2,1,3.0.2,4+,Education,38,0,2,1
387428400,Infinity Blade,624107810,USD,0.99,326482,177050,5,5,1.4.1,12+,Games,43,5,13,1
